Matchday#, Team_Against, Home_Away, Match_Result, Word, TF-IDF
13, 北海道コンサドーレ札幌, Home, Win, プレス, 0.103
13, 北海道コンサドーレ札幌, Home, Win, いる, 0.087
14, ヴィッセル神戸, Away, Draw, つない, 0.167
14, ヴィッセル神戸, Away, Draw, ビルドアップ, 0.167
14, ヴィッセル神戸, Away, Draw, せ, 0.126
14, ヴィッセル神戸, Away, Draw, やら, 0.126
14, ヴィッセル神戸, Away, Draw, 出し, 0.102
14, ヴィッセル神戸, Away, Draw, 良く, 0.085
14, ヴィッセル神戸, Away, Draw, 強, 0.085
14, ヴィッセル神戸, Away, Draw, さ, 0.085
14, ヴィッセル神戸, Away, Draw, かけ, 0.085
14, ヴィッセル神戸, Away, Draw, プレス, 0.085
15, 川崎フロンターレ, Home, Lose, 分間, 0.236
15, 川崎フロンターレ, Home, Lose, ４, 0.236
15, 川崎フロンターレ, Home, Lose, ５, 0.236
15, 川崎フロンターレ, Home, Lose, 切らさ, 0.178
15, 川崎フロンターレ, Home, Lose, 失わ, 0.178
15, 川崎フロンターレ, Home, Lose, 出し切ろ, 0.178
15, 川崎フロンターレ, Home, Lose, 出し, 0.145
15, 川崎フロンターレ, Home, Lose, 集中, 0.145
15, 川崎フロンターレ, Home, Lose, 強, 0.121
15, 川崎フロンターレ, Home, Lose, さ, 0.121
16, 名古屋グランパス, Away, Lose, 出そ, 0.189
16, 名古屋グランパス, Away, Lose, 連動, 0.189
16, 名古屋グランパス, Away, Lose, し, 0.143
16, 名古屋グランパス, Away, Lose, 球, 0.143
16, 名古屋グランパス, Away, Lose, 続ける, 0.143
16, 名古屋グランパス, Away, Lose, 繋い, 0.116
16, 名古屋グランパス, Away, Lose, プレッシャー, 0.116
16, 名古屋グランパス, Away, Lose, 良く, 0.096
16, 名古屋グランパス, Away, Lose, 強, 0.096
16, 名古屋グランパス, Away, Lose, さ, 0.096
17, セレッソ大阪, Home, Lose, 入っ, 0.202
17, セレッソ大阪, Home, Lose, ある, 0.202
17, セレッソ大阪, Home, Lose, ボックス, 0.202
17, セレッソ大阪, Home, Lose, 攻め, 0.202
17, セレッソ大阪, Home, Lose, いく, 0.153
17, セレッソ大阪, Home, Lose, 続け, 0.153
17, セレッソ大阪, Home, Lose, スペース, 0.153
17, セレッソ大阪, Home, Lose, 切り替え, 0.124
17, セレッソ大阪, Home, Lose, 慌て, 0.124
17, セレッソ大阪, Home, Lose, 良い, 0.103
